web_scraper_order,web_scraper_start_url,detail_url,title,location,difficulty_level,duration,distance,physical_demand,ascent,descent,target_group,season,recommended_period
"1766396760-157","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=10","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1408/Auf-der-Wandflue-des-Grenchenbergs","Auf der Wandflue des Grenchenbergs","Untergrenchenberg
                                                                                                    • SO","","1h 45min","5.3km","mittel","175m","175m","","Winter","Dezember - März"
"1766396763-158","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=10","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1407/Winterwanderung-im-Lotschental","Winterwanderung im Lötschental","Blatten
                                                                    — Kippel
                                                                                                    • VS","","1h 35min","5km","tief","70m","215m","für Familien","Winter","Dezember - März"
"1766396765-159","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=10","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1406/Aussichtsreich-uber-dem-Goms","Aussichtsreich über dem Goms","Flesche
                                                                    — Bellwald
                                                                                                    • VS","","1h 15min","3.2km","mittel","95m","555m","für Familien","Winter","Dezember - März"
"1766396768-160","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=10","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1405/Und-ewig-lockt-das-Matterhorn","Und ewig lockt das Matterhorn","Sunnegga
                                                                    — Zermatt
                                                                                                    • VS","","2h 35min","6.9km","mittel","25m","720m","","Winter","Dezember - März"
"1766396771-161","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=10","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/69/Unter-dem-majestatischen-Zervreilahorn","Unter dem majestätischen Zervreilahorn","Gadenstatt
                                                                    — Zervreila
                                                                                                    • GR","","2h 5min","5.4km","mittel","240m","215m","für Familien, für schwindelfreie Menschen","Winter","Dezember - März"
"1766396773-162","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=10","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/86/Das-Stockhorn-im-Blick-BE","Das Stockhorn im Blick BE","Rossberg
                                                                                                    • BE","","2h 20min","4.8km","mittel","290m","290m","","Winter","Dezember - März"
"1766396779-163","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/85/Auf-der-Terrasse-ob-Brig-VS","Auf der Terrasse ob Brig VS","Rosswald
                                                                                                    • VS","","2h 25min","4.9km","mittel","415m","415m","","Winter","Dezember - März"
"1766396781-164","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/96/Auf-Schneeschuhen-auf-den-Gumm","Auf Schneeschuhen auf den Gumm","Melchsee-Frutt
                                                                                                    • OW","","4h 10min","9.5km","hoch","320m","315m","","Winter","Dezember - März"
"1766396784-165","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/94/Uber-die-Melchsee-Frutt-zur-Tannalp","Über die Melchsee-Frutt zur Tannalp","Melchsee-Frutt
                                                                                                    • OW","","2h 50min","8.9km","mittel","175m","175m","","Winter","Dezember - März"
"1766396786-166","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/91/Gastlichkeit-in-Hoch-Ybrig","Gastlichkeit in Hoch Ybrig","Hoch-Ybrig, Talst. Weglosen
                                                                    — Druesberghütte
                                                                                                    • SZ","","2h 40min","3.8km","hoch","550m","5m","","Winter","Dezember - März"
"1766396788-167","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/109/Engadiner-Schneetraum-im-Val-Fex","Engadiner Schneetraum im Val Fex","Sils/Segl Maria, Posta
                                                                                                    • GR","","2h 25min","6.9km","mittel","335m","335m","für Familien","Winter","Dezember - März"
"1766396791-168","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/108/Winterwanderung-uber-dem-Val-de-Bagnes","Winterwanderung über dem Val de Bagnes","Verbier, Crettaz Cô
                                                                    — Verbier TV
                                                                                                    • VS","","4h 25min","11.5km","hoch","575m","515m","","Winter","Dezember - März"
"1766396793-169","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/106/Vom-Wynental-ins-Seetal","Vom Wynental ins Seetal","Teufenthal AG
                                                                    — Lenzburg
                                                                                                    • AG","T1","4h 0min","14.4km","mittel","400m","445m","","ganzjährig","März - Oktober"
"1766396795-170","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1252/Grenzwandern-vor-den-Toren-von-Basel","Grenzwandern vor den Toren von Basel","Rodersdorf
                                                                    — Schönenbuch
                                                                                                    • SO","T1","3h 10min","12.5km","mittel","220m","260m","","ganzjährig","März - Oktober"
"1766396798-171","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1250/Familienplausch-auf-der-Klewenalp","Familienplausch auf der Klewenalp","Klewenalp
                                                                    — Stockhütte
                                                                                                    • NW","","1h 15min","4.3km","mittel","110m","425m","für Familien","Winter","Dezember - März"
"1766396800-172","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1249/Durch-den-Zauberwald-unter-dem-Ortstock-GL","Durch den Zauberwald unter dem Ortstock GL","Grotzenbühl
                                                                                                    • GL","","3h 0min","7.7km","hoch","415m","415m","","Winter","November - März"
"1766396802-173","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1292/Schneeschuhwanderung-uber-dem-Genfersee","Schneeschuhwanderung über dem Genfersee","Stn. Les Têtes
                                                                                                    • VS","","4h 25min","8.7km","hoch","660m","660m","","Winter","Dezember - Februar"
"1766396805-174","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1355/Unterwegs-im-Schwarzbubenland","Unterwegs im Schwarzbubenland","Zullwil
                                                                    — Breitenbach
                                                                                                    • SO","T1","3h 25min","11.6km","mittel","465m","660m","für Familien","ganzjährig","März - November"
"1766396807-175","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1383/Von-Gais-nach-Stoss-und-zuruck","Von Gais nach Stoss und zurück","Gais
                                                                                                    • AR","","2h 40min","8.2km","mittel","165m","165m","","Winter","Dezember - Februar"
"1766396809-176","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1382/Von-Guttet-nach-Albinen","Von Guttet nach Albinen","Guttet
                                                                    — Albinen
                                                                                                    • VS","","3h 0min","8.2km","mittel","320m","345m","","Winter","Dezember - Februar"
"1766396813-177","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1381/Von-Attiswil-nach-Wangen-an-der-Aare","Von Attiswil nach Wangen an der Aare","Attiswil
                                                                    — Wangen a.d.A.
                                                                                                    • BE","T1","3h 10min","12.1km","mittel","275m","315m","","ganzjährig","Januar - Dezember"
"1766396815-178","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1380/Mit-Schneeschuhen-uber-den-Mont-Soleil","Mit Schneeschuhen über den Mont-Soleil","Stn. Mont-Soleil
                                                                    — Mont Crosin
                                                                                                    • BE","","2h 45min","7.2km","mittel","160m","165m","","Winter","Dezember - Februar"
"1766396818-179","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=9","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1379/Von-Saanenmoser-nach-Gstaad","Von Saanenmöser nach Gstaad","Saanenmöser
                                                                    — Gstaad
                                                                                                    • BE","","2h 5min","6.5km","tief","95m","315m","","Winter","Dezember - Februar"
